,Date,open,high,low,close,volume,volume Currency
0,1742083200000,0.205,0.205,0.2024,0.2024,125623.3,25629.09336
1,1742090400000,0.2024,0.2024,0.2008,0.202,220592.6,44474.34372
2,1742097600000,0.202,0.2028,0.2016,0.2027,79633.6,16108.01611
3,1742104800000,0.2027,0.2032,0.2015,0.2027,98957.8,20054.66575
4,1742112000000,0.2027,0.2032,0.2004,0.2016,173880.7,35192.9673
5,1742119200000,0.2016,0.2022,0.1966,0.1971,151712,30295.18364
6,1742126400000,0.1971,0.1991,0.1961,0.1967,406701.6,80428.93722
7,1742133600000,0.1967,0.2007,0.1966,0.2001,111439,22134.28804
8,1742140800000,0.2001,0.2033,0.1997,0.2021,160508.8,32441.84671
9,1742148000000,0.2021,0.2027,0.1973,0.1989,127923.4,25559.89417
10,1742155200000,0.1989,0.1995,0.1975,0.1994,77257.3,15366.89231
11,1742162400000,0.1994,0.1998,0.1964,0.1972,45363.2,8979.88381
12,1742169600000,0.1972,0.1996,0.1968,0.1991,305921.4,60513.67155
13,1742176800000,0.1991,0.201,0.1985,0.2001,62236.6,12433.32364
14,1742184000000,0.2001,0.2012,0.1989,0.1989,54818.3,10983.71489
15,1742191200000,0.1989,0.201,0.1964,0.2009,336523.2,66830.29953
16,1742198400000,0.2009,0.2077,0.1998,0.205,700797.6,142570.59771
17,1742205600000,0.205,0.208,0.2048,0.2067,495181.9,102447.74431
18,1742212800000,0.2067,0.2091,0.2029,0.2046,663485.4,136433.16543
19,1742220000000,0.2046,0.2082,0.2033,0.2077,663649.2,136767.43311
20,1742227200000,0.2077,0.2092,0.2065,0.2081,174129.8,36162.52442
21,1742234400000,0.2081,0.2097,0.2069,0.2077,140110.3,29184.1841
22,1742241600000,0.2077,0.2077,0.2058,0.2069,183589.5,37967.90372
23,1742248800000,0.2069,0.2071,0.2046,0.2053,68489.7,14080.19788
24,1742256000000,0.2053,0.2055,0.2017,0.2022,81814.2,16638.91529
25,1742263200000,0.2022,0.2042,0.2001,0.2004,157076.4,31716.80843
26,1742270400000,0.2004,0.2022,0.2003,0.2013,94023.1,18913.3899
27,1742277600000,0.2013,0.2021,0.1991,0.2012,205923.9,41221.51105
28,1742284800000,0.2012,0.2034,0.2002,0.2021,121273.5,24547.83455
29,1742292000000,0.2021,0.2026,0.2004,0.2007,92925.6,18743.41873
30,1742299200000,0.2007,0.2019,0.1979,0.1984,102632.1,20539.94619
31,1742306400000,0.1984,0.2003,0.1975,0.1978,115651.5,23030.05478
32,1742313600000,0.1978,0.1998,0.1957,0.1965,386522.2,76315.55988
33,1742320800000,0.1965,0.2008,0.1959,0.2003,468518.4,92669.23136
34,1742328000000,0.2003,0.2024,0.1997,0.2012,148412.8,29868.55682
35,1742335200000,0.2012,0.2058,0.2012,0.2056,177487.7,36147.86285
36,1742342400000,0.2056,0.207,0.2037,0.2037,324070.2,66614.47462
37,1742349600000,0.2037,0.2052,0.2036,0.2051,88262.9,18037.64192
38,1742356800000,0.2051,0.2065,0.2049,0.2064,63643.2,13094.05263
39,1742364000000,0.2064,0.2065,0.2036,0.2036,91898.6,18878.00845
40,1742371200000,0.2036,0.2052,0.2036,0.2042,95391.4,19466.21301
41,1742378400000,0.2042,0.2105,0.2039,0.2101,411517.2,85034.62144
42,1742385600000,0.2101,0.2104,0.2073,0.209,257953.3,53794.44455
43,1742392800000,0.209,0.2123,0.209,0.212,287105.7,60524.37674
44,1742400000000,0.212,0.2127,0.2089,0.2104,268420.8,56503.88433
45,1742407200000,0.2104,0.2137,0.209,0.2117,421878.7,89310.77607
46,1742414400000,0.2117,0.2128,0.2107,0.211,106519.5,22559.70063
47,1742421600000,0.211,0.2128,0.2109,0.2124,78984.1,16750.46562
48,1742428800000,0.2124,0.2135,0.2099,0.2101,77286,16381.93766
49,1742436000000,0.2101,0.2104,0.21,0.21,2106.3,442.80025
